Name,Ocupacion__c,Score_Buro__c,Tipo_de_Vivienda__c,AnnualRevenue,Id_Externo__c
Janina,JUBILADO,390,Arrendada,7717.38,160aae66-d52a-4daa-95e9-167788dd746e
Sarita,INDEPENDIENTE,863,Propia,9214.72,49a5fae2-d4f8-4aff-9481-ba57a8371b1b
Carolin,SECTOR PUBLICO,29,Arrendada,6047.71,50eaa53f-3d40-41ea-8757-b0932a173c10
Jacques,SECTOR PUBLICO,639,Arrendada,-785.93,0cc2934d-a2db-4557-872b-c2da4929e189
Scot,JUBILADO,14,Propia,8741.54,12489f19-c9e0-40d4-8f56-26d787ae515f
Iolande,INDEPENDIENTE,237,Arrendada,-1091.95,e428073a-5577-4019-9757-ca0fa79d074f
Xena,JUBILADO,51,Propia,2887.87,0e22bc4c-3ebe-44fd-87f3-62e30e4a823f
Sally,NINGUNO,198,Propia,3234.95,6d001466-5299-446a-a69e-12152ed2bf1e
Kimberley,SECTOR PUBLICO,900,Vive con Familiares,2198.01,7e408f3b-ffb5-40e6-8ff8-73d529c954cd
Judd,INDEPENDIENTE,94,Propia,-429.9,7dd6de78-23ca-4c36-a11c-2124daec2289
Letitia,NINGUNO,777,Arrendada,3194.85,ee23bfd6-1c38-4266-b946-f7b7f27511d9
Tammie,NINGUNO,978,Vive con Familiares,2447.27,0ea711e8-354e-4c82-bae1-ceabc707ae7e
Vicki,INDEPENDIENTE,774,Vive con Familiares,809.63,77aad412-791d-4ee7-8b17-33b799336155
Robinet,SECTOR PUBLICO,355,Arrendada,6702.68,afa10484-5bcb-40b4-900f-b9d484091152
Gwenore,INDEPENDIENTE,394,Vive con Familiares,7581.57,b6fbe2b9-2f4c-4583-a689-9316ffe5a239
Dudley,SECTOR PUBLICO,208,Vive con Familiares,8579.24,65c39085-6e52-4169-9261-1b2c5355360a
Derril,NINGUNO,499,Vive con Familiares,1146.14,373fa12c-4eb3-44e6-8118-89ede51b1f05
Wilmer,INDEPENDIENTE,180,Arrendada,4451.55,2463805a-8993-4c51-a0e1-3c6b247ff667
Hildagarde,SECTOR PRIVADO,898,Propia,5726.83,33f93a88-98ff-46b6-82dd-aa960151504e
Micky,PROFESIONAL,91,Propia,3515.04,45963a4a-f371-4bdd-9586-ee9e98040b3e
Grantley,INDEPENDIENTE,536,Arrendada,6030.46,06fcaf0f-9fce-4a86-9e43-799685f30d6d
Kit,PROFESIONAL,676,Vive con Familiares,4345.45,507e7f13-1a02-475e-8cd0-63a7f80f9fc4
Bili,PROFESIONAL,557,Vive con Familiares,5535.66,e5887684-9ef5-4277-9c56-0890977d8251
Erie,NINGUNO,857,Vive con Familiares,4112.0,10e9dd91-d594-4870-84f6-847dee22f67e
Ranee,INDEPENDIENTE,91,Arrendada,3425.89,4b674c8d-1f89-47e5-b3ec-f2d60d2a28cc
Jacques,NINGUNO,369,Propia,1325.32,d6fb2b94-7515-4334-be38-6bd957a92bed
Dale,JUBILADO,728,Propia,574.47,67a1d847-6c0e-4467-81be-9bf2c774ad54
Raina,SECTOR PUBLICO,235,Propia,7056.05,0ca62d8d-1e46-4705-b335-76e889671b04
Hermy,SECTOR PRIVADO,77,Propia,7173.54,deaa7101-9611-47fc-adea-5e48d273d1f5
Abner,SECTOR PUBLICO,428,Arrendada,4078.01,df28a47f-20dd-45d6-8f53-44eb3dda7594
Vincents,PROFESIONAL,972,Propia,2852.81,bf1f9a13-1e7c-46f0-9428-6b5de712213a
Desdemona,NINGUNO,39,Arrendada,4996.66,aa65086b-3cf8-4fe6-8ffe-6fa4a6376a6e
Kimberly,SECTOR PRIVADO,927,Vive con Familiares,3651.0,0c2e4b99-b5fe-4b71-bad5-ee8eaf933ca9
Garey,PROFESIONAL,90,Propia,3007.14,cfdb5e8a-e72b-4bfd-b08d-467ee50d18b5
Rebbecca,SECTOR PRIVADO,254,Propia,3488.55,7b72c73d-b3bf-405e-b77c-c56ff206d79a
Mandie,JUBILADO,716,Vive con Familiares,5001.36,d8be21f5-6bae-4e22-8b9e-e40d39bc16de
Aaron,JUBILADO,81,Arrendada,2410.08,9c7f69db-cbb8-4cd0-9637-545f3697af2b
Wilhelm,NINGUNO,962,Vive con Familiares,4773.67,5b50e25b-4cda-4b9a-ae76-c83aa35e5432
Abeu,NINGUNO,162,Arrendada,9277.4,ecaff0ae-0461-4740-8cda-d1eec9115532
Farrel,JUBILADO,856,Arrendada,3702.14,b5ca6f5d-c7e5-49e9-9a7b-bfb324ec827e
Ellen,JUBILADO,866,Arrendada,5936.78,36fa7d82-7b95-49a2-9c36-fb16e3f8ac26
Mina,SECTOR PUBLICO,214,Vive con Familiares,3687.38,0a1da20e-bb11-4e5c-ae4b-1bca67874f91
Elfie,INDEPENDIENTE,449,Arrendada,6070.29,6b535364-54c1-4713-ad01-4d2f60cb3330
Barrie,JUBILADO,24,Vive con Familiares,4371.9,dcd1facf-ec60-4240-a4bf-45ac3e1e40ad
Ertha,SECTOR PUBLICO,625,Propia,5027.74,2981a5d2-651c-4d85-8beb-d6b13c55700e
Hillie,JUBILADO,817,Arrendada,3731.48,ff532055-3efb-4ef8-ac2b-0258f0088937
Frederich,SECTOR PUBLICO,713,Vive con Familiares,7550.05,4d0e1a7e-8012-4ee4-a0bc-23a7d23f2dce
Kimmi,SECTOR PUBLICO,842,Vive con Familiares,5311.61,7335008d-24ae-4500-b99a-4745714fdf10
Janet,JUBILADO,20,Arrendada,521.67,6709f242-5d1c-4938-88f4-3c06e6297ab5
Von,NINGUNO,920,Vive con Familiares,7858.24,f939d5f5-d787-47f6-9971-3988c2c82cec
Veronika,INDEPENDIENTE,811,Arrendada,4610.5,16f83a97-5b8b-40f9-b95c-ab0c5e54ef64
Cathi,SECTOR PRIVADO,100,Arrendada,5602.51,c8360e50-6c3b-4147-9993-bc6c838a98d7
Agosto,JUBILADO,262,Vive con Familiares,6116.11,19ddb962-2c9f-44e7-b608-21a7010a0ede
Decca,SECTOR PUBLICO,779,Vive con Familiares,6969.15,dd289cb0-6916-41e2-923d-65df629a64b1
Glenden,SECTOR PRIVADO,522,Vive con Familiares,8249.34,60b8311d-5928-4d46-83c7-19d31c3e949f
Hiram,INDEPENDIENTE,440,Arrendada,1671.79,1c13e7e2-2f72-4a26-8952-ecb72c7ef6cb
Matty,SECTOR PUBLICO,22,Arrendada,4922.71,0b99a52f-25ef-4627-af9a-bfab835605c2
Liz,SECTOR PUBLICO,565,Vive con Familiares,12137.31,ac52eb47-5d4f-4a5c-befe-bb0f3d6c7b19
Janeta,SECTOR PRIVADO,53,Arrendada,-2114.4,4067edc4-1dab-4c35-8d84-8eab0dc8a9d2
Hartwell,PROFESIONAL,922,Propia,2590.42,2f4f76a5-654c-4ed7-a134-b6a7882af879
Cornelius,SECTOR PRIVADO,747,Propia,6029.81,5f42c800-144e-456d-b9d9-f03ade9b412c
Bessie,INDEPENDIENTE,667,Vive con Familiares,4163.06,1c3a5f7a-6378-4d92-b5b2-1a369b7effc5
Torin,INDEPENDIENTE,381,Propia,2679.55,2f15eb8f-ccb3-48ef-8653-e574de3128ee
Mimi,INDEPENDIENTE,534,Arrendada,3268.76,f3055e78-55c6-443f-a4d3-93d0369a769b
Gale,SECTOR PRIVADO,960,Arrendada,6745.46,6d3c7082-ddfa-41ea-8ee4-ea3080f75217
Petronille,NINGUNO,295,Propia,5556.49,6e97fa66-13e5-40bd-85c1-1613cc3c6e74
Christie,SECTOR PUBLICO,391,Propia,-1050.49,bc919885-9983-44ee-bb58-82188bb0a48b
Bertie,SECTOR PRIVADO,46,Arrendada,4834.32,b2278b9f-bd89-41b3-b945-2a770023be97
Gaelan,JUBILADO,900,Arrendada,4784.29,1d340dd9-a6e0-4144-9c69-c025107817cb
Rosabella,SECTOR PUBLICO,222,Arrendada,3427.29,bc52e856-765f-4d45-a8d9-30e8162e94c8
Vivienne,SECTOR PUBLICO,973,Arrendada,7395.36,45521390-bb4e-4f72-931d-7bec8a2e9002
Truman,SECTOR PRIVADO,458,Arrendada,2911.35,99c3c197-c9ba-4a02-b003-22b4202f8203
Lyman,JUBILADO,448,Arrendada,4429.4,53855bd5-be4d-40d1-ad13-c0367e47fd57
Andras,SECTOR PRIVADO,28,Arrendada,3249.42,18e02fde-20c7-4c7d-8e69-29cb1bc64618
Merwin,INDEPENDIENTE,825,Arrendada,4215.74,cbaca1d5-5e9f-4281-a924-c915df743f97
Brigham,JUBILADO,246,Arrendada,497.84,8dc65611-bd9b-47c6-9976-2e559832ee71
Beltran,SECTOR PUBLICO,179,Arrendada,3645.07,fdf16ed1-6dd7-44fe-9ea1-e1e3a54a5721
Davida,SECTOR PRIVADO,362,Vive con Familiares,2345.04,f0efd9ff-9ec5-401d-89c0-b557256825e3
Druci,SECTOR PUBLICO,991,Arrendada,2003.93,90e8993e-21e9-4b22-9cfb-3304308b74a1
Ferdinand,SECTOR PRIVADO,637,Propia,783.23,56676c5b-7040-4f0e-afb7-748c35d9966a
Riva,JUBILADO,155,Propia,495.13,92ce1c74-782d-4598-9733-5bdb49074c65
Mycah,INDEPENDIENTE,571,Vive con Familiares,4077.35,fa77c966-d852-4552-968e-0c497010bb93
Liza,SECTOR PRIVADO,195,Arrendada,7118.94,64e0b573-f563-47e8-9072-56f8a740bfc2
Mahmoud,INDEPENDIENTE,887,Vive con Familiares,6105.62,cb1d4896-c3b5-4579-934c-ea12e0e41cd7
Jacki,JUBILADO,150,Propia,6985.07,930ce001-34e5-436f-a450-577910d8fe0b
Alida,PROFESIONAL,867,Arrendada,8970.37,ffef8e6f-f5b8-40de-b9ee-4b2ac7c92556
Genevra,NINGUNO,306,Vive con Familiares,6903.22,d2fbf38e-3c47-4db0-ac20-aba389dca0ea
Leela,JUBILADO,388,Propia,8647.08,d758eaa1-d5fe-4924-93fe-baf60b360fcd
Rosalie,JUBILADO,219,Propia,4936.4,5b4dca33-d82a-4ef2-84dc-0e8bd289364e
Laurent,SECTOR PRIVADO,921,Vive con Familiares,6495.08,fe3be837-ddff-40ee-bc8f-bf568e2f020e
Bengt,INDEPENDIENTE,692,Propia,7345.12,67ca913a-6180-4cbf-b92e-36f65ca948ff
Jenda,PROFESIONAL,918,Vive con Familiares,1541.08,6a219a54-3631-4e8c-90f7-a667c2473c63
Benjie,JUBILADO,665,Arrendada,2539.58,8099fb5c-790c-4c7f-a53b-88623dab9dca
Malissia,JUBILADO,926,Vive con Familiares,6680.98,6b17216d-c67e-4005-833b-def1b47d89ae
Miltie,SECTOR PUBLICO,950,Arrendada,1217.31,49b1d9ce-5c9e-42ab-ae42-095349985baf
Harold,JUBILADO,630,Propia,5281.01,0edba94b-cb4e-480e-acd5-99bbe89ce3ec
Esta,NINGUNO,938,Arrendada,7298.35,759197e5-af2c-4ca1-a3b4-b83f0bdf813f
Marlie,JUBILADO,725,Propia,6354.81,34202be1-63e0-445a-a839-86328fbe360d
Aleksandr,NINGUNO,251,Arrendada,5975.04,02fdc197-32e5-40f5-8f54-b8e7f8bc3b83
Leland,PROFESIONAL,823,Vive con Familiares,5499.42,fd18ee31-a73c-4277-b143-ec4aa703e224
Reg,SECTOR PRIVADO,896,Arrendada,6251.2,f70eb07c-719f-48c9-a21e-7c1608d35e6b
Damien,INDEPENDIENTE,50,Propia,7590.62,1a2be833-e6b0-4165-be06-61e2fad96cc1
Tracie,INDEPENDIENTE,451,Vive con Familiares,6681.74,8262b055-945b-461b-8103-da7a1fa555b9
Robinett,NINGUNO,165,Vive con Familiares,5320.57,c9e79b6d-cb41-4734-844d-4ac0c2327a3f
Kirby,NINGUNO,840,Propia,6008.36,1aeecf67-6bfe-4f70-a6fc-db0f20b3f77a
Johnette,SECTOR PUBLICO,353,Propia,1971.71,9c56cc4f-b42b-444a-a5c6-03d2e3148232
Waylon,NINGUNO,886,Propia,3408.73,2cf6f95b-ba17-49ad-86e6-020531340a38
Celle,JUBILADO,751,Propia,6856.65,13975f9c-3126-44ad-924d-c5f3060b06e0
Anatola,JUBILADO,149,Arrendada,1209.0,6592a867-ff96-4ed4-8c46-66db77087950
Levy,INDEPENDIENTE,544,Vive con Familiares,4624.1,debd3c31-374f-4d89-bde5-58efce59fc25
Ash,NINGUNO,340,Propia,1136.89,44854346-ef6f-45e3-8630-8baa611ffd6d
Germain,JUBILADO,947,Propia,5426.65,6f405912-1da5-4273-af74-02eca9dfb006
Rickert,NINGUNO,858,Arrendada,1579.4,43ed9828-d7a4-473d-8a2b-fc919c040dfc
Jourdan,PROFESIONAL,667,Propia,5662.67,59d4430c-8acd-4f32-90b6-3b9c13094c81
Waiter,INDEPENDIENTE,521,Vive con Familiares,5652.7,1d7cd52a-3a84-4a7c-924e-0a6c9f2b7bd8
Darrin,NINGUNO,119,Arrendada,2026.62,bc2cae56-5787-4807-bbd6-50bb080c809b
Vere,PROFESIONAL,182,Propia,2013.46,d442e36e-2970-48ef-804b-c7f80f31478b
Eddy,INDEPENDIENTE,411,Vive con Familiares,4591.39,5a98e0e9-0d51-4d05-85a7-e78e0677e651
Stanford,SECTOR PUBLICO,106,Vive con Familiares,5454.89,e44a1a7f-995b-4e03-a0aa-c3596b6487ce
Yulma,PROFESIONAL,442,Propia,6162.01,5cca394c-8228-42c7-8a21-273eb558a4b1
Liane,INDEPENDIENTE,143,Propia,8830.21,f17ca9fe-865b-4459-8b24-34b855aef2b0
Erny,INDEPENDIENTE,995,Vive con Familiares,4791.33,601bdcb6-2e2b-4de5-9ee2-f2229f3404fe
Ange,SECTOR PRIVADO,528,Arrendada,8638.7,81657410-b632-47be-8bcb-6040b7584ef4
Karoline,SECTOR PRIVADO,77,Arrendada,5046.96,56630581-cc03-4879-a25c-53e6ecd7559a
Berkie,SECTOR PUBLICO,54,Vive con Familiares,5837.86,e5baf973-e253-4064-aa0e-13550797a19a
Davine,NINGUNO,955,Arrendada,733.85,f0adf50f-93b5-4262-b425-d2edf82ce370
Kellyann,INDEPENDIENTE,699,Arrendada,6763.17,24b96d03-c55d-4be3-9038-00d578882888
Antoinette,SECTOR PRIVADO,601,Vive con Familiares,3734.31,ebc93016-08dd-416f-9c03-37f85cac71ce
Kit,SECTOR PRIVADO,771,Arrendada,1124.97,5dd5ae25-8ae7-4bca-a478-43c873baf7f8
Bordie,JUBILADO,964,Vive con Familiares,1591.03,36fcd060-0bfc-4e28-9081-35c82e55bc7e
Emelen,INDEPENDIENTE,249,Vive con Familiares,3266.11,5371f797-ef43-4233-97e8-77ce662ed3b9
Jerald,INDEPENDIENTE,757,Propia,8711.13,2fd6aa6f-45fa-474c-aa7d-613b0f26f64a
Astra,SECTOR PRIVADO,261,Vive con Familiares,1725.09,fc917c50-d952-4a15-96c6-9be1fabb0eef
Ermanno,JUBILADO,91,Propia,3789.29,491be1a7-68c3-4011-8c45-613ea948e789
Cherice,INDEPENDIENTE,61,Vive con Familiares,5461.91,15e50a14-83fb-440d-bb99-0bb3e8c16d49
