Name,Ocupacion__c,Score_Buro__c,Tipo_de_Vivienda__c,AnnualRevenue,Id_Externo__c
Ettie,INDEPENDIENTE,151,Vive con Familiares,4118.36,049c5ad6-9bf5-4a3e-b060-4e3da76a8846
Lindsy,INDEPENDIENTE,503,Propia,8539.33,64e37a6d-0f21-42a4-ba6f-1cb863303448
Paten,PROFESIONAL,477,Propia,1385.67,4c05ae3f-4976-4db3-87b3-cd3eca33f0f9
Molly,NINGUNO,397,Vive con Familiares,2299.61,bfa42005-7456-4c66-b796-cf5290c616d5
Germayne,NINGUNO,240,Arrendada,2534.31,872cec3a-06df-4c3a-b3d8-3d76b5aeccb3
Robbie,INDEPENDIENTE,985,Vive con Familiares,7798.37,780216ce-eba1-4f71-9302-caca3a0dd984
Cissy,JUBILADO,780,Vive con Familiares,-707.67,de1744a4-4932-418c-999c-f66508507177
Rodina,SECTOR PUBLICO,255,Vive con Familiares,4429.68,4eb2a6eb-f321-4d84-9279-8ca707bbafc2
Gianina,JUBILADO,162,Arrendada,10626.71,ba71afc6-fceb-4886-afb5-1a2c842c38ef
Vilhelmina,NINGUNO,786,Propia,5761.92,369e62c7-eb54-4ed0-a659-e37fd18347e4
Nicol,SECTOR PUBLICO,261,Propia,4023.36,34be8394-e5d1-4b8f-b626-c7bca9d1db59
Douglas,PROFESIONAL,877,Propia,256.49,87e8ac00-78a5-4d18-92ea-add694f79347
Yolanthe,NINGUNO,808,Propia,7504.23,f6bdee36-2154-4e3e-b462-4f3e99facb72
Thibaut,INDEPENDIENTE,912,Arrendada,4270.11,79bc03f8-4bef-4b2c-b487-001af9d36be2
Louella,JUBILADO,737,Propia,5461.8,4aede48f-a8af-4532-8e5e-015f59fbc8df
Nero,PROFESIONAL,4,Propia,2778.09,827e34f9-758a-46db-a274-9bb70bf806f1
Suellen,SECTOR PUBLICO,659,Vive con Familiares,12205.36,38df4184-bb98-4ecd-84a2-8cf049f8e2bf
Janith,INDEPENDIENTE,659,Arrendada,7864.21,daa8cc80-d4b9-4f10-9e35-9aa00f177334
Ilse,SECTOR PUBLICO,287,Propia,3605.7,fac2373a-0cfc-455a-b948-fe53999d501b
Minetta,PROFESIONAL,451,Arrendada,5675.85,bfab8851-8315-4f5f-adba-fa1e34dc918b
Evangeline,SECTOR PRIVADO,397,Arrendada,6723.0,10efd6db-78b5-4e47-b759-5981b4f85a7b
Torre,PROFESIONAL,697,Propia,6623.8,ba35b2c7-c8fe-4597-a5fb-0ed328240456
Marcela,PROFESIONAL,743,Vive con Familiares,1316.74,bc181202-8262-431c-a953-5c98cdb46d77
Daffy,PROFESIONAL,853,Vive con Familiares,3872.7,51546487-46fa-47df-876f-45077f80b43d
Moyna,SECTOR PRIVADO,795,Propia,7279.63,493cd9dc-9634-4c61-9440-d4920340fe67
Adara,JUBILADO,460,Arrendada,4491.96,b464271b-de4b-4bce-88f0-d7eb7eae3983
Evy,PROFESIONAL,558,Vive con Familiares,5392.78,7abf6b24-3214-4658-a045-0a19ab3e3e91
Renaldo,PROFESIONAL,435,Arrendada,405.56,981da21e-0add-43cb-957d-2b0371dc3591
Mariam,SECTOR PUBLICO,635,Vive con Familiares,3692.24,fadf233e-b675-4015-b133-99096b77cce2
Janine,JUBILADO,575,Vive con Familiares,-30.7,f408cc05-085a-4381-ac1e-1e4d12d58e3e
Lora,SECTOR PUBLICO,509,Arrendada,4099.2,dc0a41fa-8874-43cf-802b-793d8cb0c022
Florentia,SECTOR PRIVADO,910,Arrendada,3599.37,af427611-3e13-47f6-8c24-e8267fbf0c6f
Mirabelle,INDEPENDIENTE,747,Arrendada,4390.34,7e2fbb26-8db9-42b2-896c-ea9fdc227e80
Willi,SECTOR PUBLICO,659,Vive con Familiares,3729.73,1c89ffbc-1052-407a-bef8-5c0efdcaeb44
Dukie,SECTOR PUBLICO,35,Propia,4518.79,6832c956-007c-4f64-8369-0ae2976ddc2b
Woodman,INDEPENDIENTE,605,Arrendada,2448.43,5558fc63-eb45-4ce3-b71b-28c9848b183b
Friedrich,JUBILADO,900,Vive con Familiares,1912.53,f8fe433a-cb44-4397-bcbd-61fb47e39fd8
Nico,PROFESIONAL,910,Arrendada,1082.13,ae2d1285-de0c-4da1-9b7c-51323753af76
Mufinella,INDEPENDIENTE,733,Propia,5655.63,71ee9d34-84bc-4f39-87a0-b863e2e82ed3
Dania,INDEPENDIENTE,84,Arrendada,2840.38,6e530d2f-26d0-4089-b3ac-abd129b8f0a0
Trista,NINGUNO,830,Vive con Familiares,2395.72,6debbcda-39ab-404c-bacc-0d1585e730e4
Borg,INDEPENDIENTE,882,Vive con Familiares,5490.64,e9090646-da9f-4cd8-9b90-c66a8b412558
Vanya,PROFESIONAL,651,Arrendada,6458.36,6af7e602-0acc-4f73-b29e-1c0e063a4df8
Onfroi,PROFESIONAL,247,Arrendada,6659.28,9a1d76d8-5d18-431e-a65a-4c640efcb64f
Olly,NINGUNO,368,Arrendada,2258.4,fd19e75c-e1b8-46f1-a407-690bd5247363
Loralyn,NINGUNO,803,Arrendada,-554.8,aea530a8-7f74-454f-b0ab-f90db4f080f9
Garrick,PROFESIONAL,989,Propia,-1064.42,53c7140a-fa63-4f98-b906-cd2cba688ee5
Pegeen,INDEPENDIENTE,89,Arrendada,5157.34,3f6ad2c7-7e96-44f9-95ac-487022c25bac
Florrie,PROFESIONAL,387,Arrendada,10061.33,61278746-c6e7-4d31-90f3-f5584a4d3010
Kitty,JUBILADO,749,Propia,4857.35,5c12a2c4-3334-4ec8-99c2-7e7c5ffb5ede
Newton,INDEPENDIENTE,91,Arrendada,-2029.58,db64a446-4b33-4b09-87bf-913639dcae89
Juliann,NINGUNO,900,Vive con Familiares,7514.3,e047db23-9f14-4e03-8358-bd3168482378
Tommy,NINGUNO,748,Arrendada,6867.54,0bd4704c-c8bd-4670-8b25-68d92d40139d
Piotr,INDEPENDIENTE,266,Arrendada,10483.96,c7cd761d-9298-46b3-962b-bd82cf84e1c4
Billie,PROFESIONAL,911,Propia,4504.01,56ce98dc-53c2-495f-8cd2-f8df080cc9ee
Cletus,JUBILADO,322,Vive con Familiares,10303.17,dd469f9e-5fea-4757-8bf3-51b2c6869210
Karla,INDEPENDIENTE,143,Arrendada,1052.14,67735c07-adea-4da9-a28f-52aafb017824
Connie,SECTOR PRIVADO,828,Propia,6342.99,42995f50-f55c-4950-b188-106abe800111
Jeff,NINGUNO,420,Propia,3458.85,9b1a44dc-5e7d-4462-b2e4-38a749ff2dc4
Allen,NINGUNO,993,Arrendada,5447.16,75cfc75f-43ca-4b51-bb78-92bcff89fba1
Drake,INDEPENDIENTE,986,Propia,894.6,6a276d72-f843-40ce-b398-9ba989df8f5b
Ingmar,SECTOR PUBLICO,895,Vive con Familiares,5789.87,38e4fc5c-9f59-49d2-90b7-5f32a29eb082
Sim,INDEPENDIENTE,161,Arrendada,-1446.67,c98a4f47-89ee-4c50-bddb-5e256ec9893d
Magnum,NINGUNO,122,Propia,5175.15,59ba4143-9621-4d5f-958b-c434973f4539
Alyssa,NINGUNO,676,Vive con Familiares,5919.32,546d38c8-dc36-429d-b3d6-bd19b1b5cf92
Elyssa,NINGUNO,434,Propia,3872.28,a26b1f76-348d-47d5-9f69-bad1f3b61c7b
Grange,INDEPENDIENTE,400,Vive con Familiares,114.07,a61ec84c-7797-44ee-b96b-89a3aca748fc
Carie,PROFESIONAL,303,Vive con Familiares,2799.65,e5d1867d-30c9-49bc-bf78-62f503a05aea
Silas,SECTOR PRIVADO,710,Vive con Familiares,6320.86,2a921ee7-d2a2-47e1-852b-28cc2570effd
Alis,PROFESIONAL,576,Arrendada,3378.21,c4584c17-7fe9-489c-8735-4aa4685154f3
Nataniel,PROFESIONAL,203,Propia,5259.65,c0c70a46-2f49-4493-acdb-5797c2412d8f
Chase,INDEPENDIENTE,204,Vive con Familiares,6459.05,8f12d646-b223-4da3-a5a6-da4f76dea71c
Bertrand,INDEPENDIENTE,652,Arrendada,5811.96,59a2f5dd-1743-4d86-908d-f55cdbcc1995
Carey,SECTOR PRIVADO,464,Propia,6169.12,2a2d801a-8a85-4cd4-9fdb-3416344a43bd
Reggie,SECTOR PRIVADO,711,Propia,4219.23,e1e8e2b4-d26b-4f3b-b12a-7900e29bcfba
Noellyn,PROFESIONAL,38,Propia,2904.49,3b6477dd-9750-4689-9ff7-ab36d098f88d
Faulkner,PROFESIONAL,669,Propia,3026.79,2bb8dbf3-bcb8-4e75-b1ce-e110ed3d7cba
Dorotea,SECTOR PRIVADO,332,Propia,13750.02,0714f434-7575-4004-a145-6d285410dba2
Ladonna,SECTOR PRIVADO,95,Propia,2396.79,c7770022-b4c2-4294-9c07-abd535a96460
Julio,INDEPENDIENTE,10,Propia,3267.55,6e1b44e7-240b-433f-99d6-52ebdce7d764
Herbie,PROFESIONAL,330,Arrendada,38.86,82c51348-6f1c-4d6f-a699-f81c011b1dcb
Ruggiero,PROFESIONAL,409,Arrendada,6682.17,e9d29758-c836-4e33-813a-cf6588837527
Shani,PROFESIONAL,454,Arrendada,7062.4,6f4c155c-cc0f-4ffa-86d7-b0580ccba555
Lucio,JUBILADO,119,Vive con Familiares,7175.51,1165d2c8-a661-4abd-a69e-360dedf78a2b
Wain,SECTOR PUBLICO,141,Vive con Familiares,9234.65,881a635a-6d6e-4a20-80d9-bbff2cf689b2
Bayard,SECTOR PRIVADO,473,Arrendada,-2347.54,500f3438-9973-4004-95e6-74a5eb458864
Antoni,JUBILADO,400,Arrendada,1330.38,be2e42df-4f76-40b1-82b4-928d51849ab8
Allan,SECTOR PRIVADO,747,Propia,5222.04,ee696a37-b494-4bf5-a9dd-1b840ebd5b89
Rawley,NINGUNO,541,Propia,5728.93,53139c47-68f2-48a5-894e-54864c753398
Tatiana,NINGUNO,743,Propia,3867.09,1a48f08d-bcf9-49cc-8888-dd447d7e28d4
Anastassia,SECTOR PUBLICO,259,Arrendada,5436.7,f3d7295c-984b-475e-afc9-5126f3964fd3
Reuven,NINGUNO,508,Vive con Familiares,126.77,389224c2-3658-45f4-8de0-c66160c76156
Ogdon,PROFESIONAL,246,Vive con Familiares,3775.2,d4465ffa-a72f-4f2f-a939-c4f939499a2b
Edythe,JUBILADO,347,Vive con Familiares,4025.9,fcadc6d5-4d3f-4133-bfe8-4c93eb3e7254
Bordie,SECTOR PUBLICO,531,Vive con Familiares,3570.07,f1975f30-974f-4fc4-a474-136a77e1312f
Marcelle,SECTOR PUBLICO,46,Propia,2628.66,2104cf48-f0e2-4e25-b14d-6d79edc1eda7
Valentia,SECTOR PUBLICO,825,Arrendada,1011.45,bcdc953b-8d75-4529-a6c3-c79fa3755f57
Dyan,NINGUNO,994,Arrendada,3807.07,a151448f-72db-41dc-a26e-e23bae79fd7a
Cammi,JUBILADO,749,Arrendada,3893.05,f0760166-b2dd-4cd2-82cc-1e8279eccea9
Jenn,PROFESIONAL,901,Vive con Familiares,1759.05,30043e86-3bee-4aff-831f-87622af1b74c
Piotr,JUBILADO,686,Propia,5163.28,2cac83b7-c974-4eed-b2d0-fec08a8057e9
Albrecht,PROFESIONAL,498,Vive con Familiares,6860.09,82fe0e99-c997-4da1-8482-b9b2cb34d13b
Renaud,SECTOR PUBLICO,745,Propia,4956.83,1fc84a1e-e003-4f29-a507-12f65a7a3417
Clare,NINGUNO,626,Vive con Familiares,5297.67,1f8b484c-031f-4e69-837f-7bedd02e936f
Briney,JUBILADO,464,Vive con Familiares,2011.92,e48790da-1cd5-42ad-8cd1-2d17e21bb7bf
Dawna,JUBILADO,80,Propia,4632.07,bea875bd-f9c9-40d6-bff7-47f50e6fe05e
Milty,SECTOR PRIVADO,154,Arrendada,5568.84,bedc729e-670a-43d3-b3d0-6503d3aaa917
Daphene,INDEPENDIENTE,313,Vive con Familiares,3238.15,4d7b1cb0-6b46-48e9-b2d5-e6f902167f8e
Cortie,JUBILADO,417,Propia,5901.62,3a920ecb-8fb5-4e43-a6cc-aedb3ac38002
Mandie,PROFESIONAL,162,Vive con Familiares,4312.65,fc32db82-7ecc-4631-86e0-516b06dcaf94
Minetta,JUBILADO,555,Arrendada,5212.75,48f9ad93-4d24-4c56-8a0c-48a1dbe6a639
Izaak,JUBILADO,558,Propia,5476.48,45abd514-a368-4ce0-beba-79a4eabbd5fb
Geraldine,SECTOR PRIVADO,876,Arrendada,9955.31,93864114-2859-4966-ac3c-dfe1980ae8bd
Tadeo,INDEPENDIENTE,629,Arrendada,1309.32,e35ae45f-0641-4577-b375-6d7d90aa8e9e
Stephani,JUBILADO,537,Vive con Familiares,1669.05,7dc382ca-76d3-439a-9c4d-bf2715e260b1
Jory,SECTOR PUBLICO,491,Propia,5210.67,22492c9f-1f48-4607-aa74-9c5420bebf42
Trish,SECTOR PRIVADO,345,Propia,2494.62,42a4174d-4cf6-4092-be9b-dd6f1c09238f
Shae,SECTOR PRIVADO,806,Propia,9720.85,5e53047a-4f8d-4b68-8528-4ed1be96f547
Em,SECTOR PUBLICO,170,Propia,3895.29,3d79b5ea-a005-4975-a3c1-f9146566f17e
Trina,INDEPENDIENTE,296,Propia,1298.32,df0a9739-53a6-4b4e-8d46-2b27179807bd
Philipa,INDEPENDIENTE,294,Propia,1791.31,4f383b54-cc99-4e81-af29-7206c2b206f5
Romona,NINGUNO,455,Arrendada,-1575.79,8a793458-62c5-422e-86ba-3d696a0bde3f
Godwin,PROFESIONAL,774,Vive con Familiares,2621.68,414c0028-739c-4fc8-bf8c-d30346e009ea
Ulises,JUBILADO,772,Arrendada,2572.78,55bb6c01-ac9e-4982-a831-64d2421418b9
Trevor,NINGUNO,529,Vive con Familiares,8906.06,75ed1a78-a8be-4b91-ba0d-27270f6cdff8
Gianina,PROFESIONAL,651,Vive con Familiares,-760.93,1c0c6531-b571-4f8b-8e36-8a433f9b7081
Lyndel,JUBILADO,950,Propia,8146.55,b2dbd94c-4232-4762-99f7-badddaaf5dcf
Noland,NINGUNO,744,Arrendada,8503.23,ff9c1cbf-3e5a-4c1d-8881-724e12c4f18d
Andria,SECTOR PUBLICO,995,Vive con Familiares,730.74,f4e20e7d-302a-4d8d-8bb6-556161d2f533
Sylvia,SECTOR PRIVADO,78,Arrendada,7307.85,94f61b39-6026-4aa8-ad42-f3cf48594e62
Kathryne,JUBILADO,61,Vive con Familiares,2804.79,b37e15da-72a4-45d3-baa1-8c5e825b9a41
Sheridan,NINGUNO,984,Arrendada,6529.21,7e5370e4-dd37-43ed-9d97-440222267874
Orv,SECTOR PUBLICO,941,Arrendada,6228.73,f316d835-8c63-4cf7-a869-0fa4897958c1
Blinny,JUBILADO,950,Propia,1133.17,c7014e96-6a61-4043-a5fb-43d7cd6427f8
Bernardine,JUBILADO,7,Propia,-10.43,542a356a-370e-4e30-8dae-526682624464
Roth,INDEPENDIENTE,391,Propia,5352.73,b53ded6a-4766-4e03-9596-026af88b8915
Malanie,NINGUNO,425,Arrendada,6611.05,b1c363e0-3ce6-445f-a5a9-c4337ce09c88
Raquela,NINGUNO,69,Propia,1196.52,4e2ebd9a-ec4c-4575-805b-064b155efe76
Filmore,PROFESIONAL,378,Vive con Familiares,1754.1,68dd9db5-3686-4669-bc5c-7d8391ace4f9
Ike,PROFESIONAL,912,Propia,6594.62,15c51a73-7789-496e-9504-bcea383bfdaf
Mikey,INDEPENDIENTE,964,Vive con Familiares,983.58,515798d9-7ea6-4664-abe3-88d16d3260be
Randy,INDEPENDIENTE,644,Propia,3334.29,e50b7ea8-0a79-4469-9ffe-353516b4c028
Holly-anne,INDEPENDIENTE,605,Vive con Familiares,6573.69,a643786c-16e3-44b2-8dd4-b4a567019845
Jarrad,SECTOR PUBLICO,971,Vive con Familiares,3505.56,655d3fd3-602f-4032-87ab-c7848c8c5db1
Elvin,NINGUNO,501,Vive con Familiares,5650.16,4fdb76ab-50c1-44de-912b-92e604f5904c
Erika,SECTOR PUBLICO,165,Arrendada,8439.04,1255de1d-352f-4b20-acbb-0eca51e61943
Richardo,INDEPENDIENTE,470,Propia,1815.11,9f8a3b5c-36d3-490c-908a-f367fb963a4b
Rodie,PROFESIONAL,376,Arrendada,-1892.55,66cda8db-c4cb-49d1-95d2-b1a9412f8c49
Anthea,PROFESIONAL,353,Arrendada,3836.21,94b8cbca-8083-45cb-8563-f3473e8f5ffc
Sandie,PROFESIONAL,874,Arrendada,8104.64,22e99888-de4a-45a1-b9c8-b57b7980ab17
Elnar,JUBILADO,309,Propia,8575.47,4274d405-b5aa-4fd9-9b46-a6da89d11389
Jacquetta,NINGUNO,505,Arrendada,1777.59,8677069d-3efd-4b36-9af0-bce2a58560e1
Dallis,INDEPENDIENTE,925,Vive con Familiares,841.51,9d9013c4-6c07-48e0-a381-b4414816cc01
Araldo,INDEPENDIENTE,849,Vive con Familiares,7685.3,e8fe9b9e-c061-4e2f-90b6-fe2be0b4922e
Rainer,SECTOR PRIVADO,20,Arrendada,3682.6,76ed354f-5ecb-47c8-a82c-d29c1736b791
Albertina,SECTOR PUBLICO,994,Propia,2192.37,e89ed143-88a6-41b7-99f1-b25f9d9677b5
Iver,NINGUNO,372,Vive con Familiares,2442.86,9349d0a9-47f4-42d6-84e7-0d411931aeac
Leighton,INDEPENDIENTE,565,Propia,7016.43,c89ff080-b022-4552-9ad8-67dcacd5a652
Kelly,NINGUNO,427,Propia,7290.98,2a28ee6f-c2eb-4aca-9adf-cb849b862c85
Shamus,SECTOR PRIVADO,733,Vive con Familiares,3226.9,b578c995-da9f-43bc-aced-ff974152d0c3
Bastian,SECTOR PUBLICO,365,Propia,6668.26,ce5d1ff1-5f97-470a-bb90-b99af6ba2254
Fiorenze,SECTOR PRIVADO,528,Vive con Familiares,6316.09,62280b9b-94ec-4c8e-bf0c-71af7469844a
Rae,PROFESIONAL,707,Vive con Familiares,5619.26,0d4e9e33-99c1-4c67-95b5-775d335eac59
Odell,INDEPENDIENTE,838,Propia,9084.58,229e5e65-0f0d-4f4d-bda1-244f03a6a72d
Boniface,SECTOR PRIVADO,996,Vive con Familiares,1542.8,ed29ff07-da4b-4dc0-996c-ab4e026df5d6
Stephana,SECTOR PRIVADO,171,Vive con Familiares,103.06,971f17a4-b144-4f61-bde1-86bc98786acd
